"Post_Title","Address","Price","Beds","Baths","SQFT","Pets","Desc","Scrape_Date","Scrape_Zip","link"
"340 Harrison Ave #1279","Boston, MA 02118","$2,925",NA,NA,"551"," Small dogs, large dogs ","1 bed, 1.0 bath, 551 sqft, $2,925Stunning, unique and very upscale. Experience luxury living complete with an infinity pool, Sky Deck, and cutting-edge fitness center. Breathtaking city views, quartz countertops, Italian cabinetry, and keyless entry all come standard in your apartment. Hip eateries, premier shopping and prime work centers of Boston are just outside your door in the South End.Contact Harrison Demeritt from Boston City Properties:P: 617-223-1486E: harrison.demeritt@bostoncityproperties.comUnit Features: Back Bay views *Barn doors *Blue Hill viewsChef caliber kitchen *Downtown views *Duplex floor plans *Granite countertops *Kitchen island *Large closets *Premium bathroom fixturesSouth Boston views *Terrace *USB outletsWasher and dryerBalconyBay windows *California closetsDen *Dual vanity *Floor-to-ceiling windowsItalian cabinetryKeyless entryPenthouse floor plans *Quartz countertopsStainless steel appliancesTile backsplashWalk-in closetsWood plank flooringAmenities: 24- hour conciergeBarbeque areasCabanas poolsideCo-working spaces with Wi-fiFree weightsLarge TV media centerOn-demand fitness classesPet friendlyResort-style poolSmoke-free communityTwo-story fitness center24-hour package pickupBicycle storageConference roomCVS on-siteGarage parkingLife Fitness equipmentPaws pet parkPool tablesSky DeckSocial lounge areasYoga roomDISCLOSURES: *Quoted Prices have move in specials amortized into them*financial figures subject to change due to market fluctuation and inventory changes without notice*Move in specials subject to change without notice*availability subject to change without notice*actual square footage may vary by unit*brokers fees may apply. Policies governing whether or not the management company is willing to pay the fee is at their discretion and subject to change at any time without prior notice given to me.","2018-11-09 11:28:50",2118,"No Link"
"340 Harrison Ave #1280","Boston, MA 02118","$2,925",NA,NA,"551"," Small dogs, large dogs ","1 bed, 1.0 bath, 551 sqft, $2,925Stunning, unique and very upscale. Experience luxury living complete with an infinity pool, Sky Deck, and cutting-edge fitness center. Breathtaking city views, quartz countertops, Italian cabinetry, and keyless entry all come standard in your apartment. Hip eateries, premier shopping and prime work centers of Boston are just outside your door in the South End.Contact Harrison Demeritt from Boston City Properties:P: 617-223-1486E: harrison.demeritt@bostoncityproperties.comUnit Features: Back Bay views *Barn doors *Blue Hill viewsChef caliber kitchen *Downtown views *Duplex floor plans *Granite countertops *Kitchen island *Large closets *Premium bathroom fixturesSouth Boston views *Terrace *USB outletsWasher and dryerBalconyBay windows *California closetsDen *Dual vanity *Floor-to-ceiling windowsItalian cabinetryKeyless entryPenthouse floor plans *Quartz countertopsStainless steel appliancesTile backsplashWalk-in closetsWood plank flooringAmenities: 24- hour conciergeBarbeque areasCabanas poolsideCo-working spaces with Wi-fiFree weightsLarge TV media centerOn-demand fitness classesPet friendlyResort-style poolSmoke-free communityTwo-story fitness center24-hour package pickupBicycle storageConference roomCVS on-siteGarage parkingLife Fitness equipmentPaws pet parkPool tablesSky DeckSocial lounge areasYoga roomDISCLOSURES: *Quoted Prices have move in specials amortized into them*financial figures subject to change due to market fluctuation and inventory changes without notice*Move in specials subject to change without notice*availability subject to change without notice*actual square footage may vary by unit*brokers fees may apply. Policies governing whether or not the management company is willing to pay the fee is at their discretion and subject to change at any time without prior notice given to me.","2018-11-09 11:29:04",2118,"No Link"
"Deacon St and Deblois St","Boston, MA 02118","$3,150","2",NA,NA," No pets allowed ","Washington St, Boston2 bed in South End. Cats are okay. Very spacious living room space. Hot water included. high ceilings.Call/Text Jake to schedule an appointment at 781-364-5148Lease Details: 12 months","2018-11-09 11:29:14",2118,"No Link"
"Harrison Ave and Thayer St","Boston, MA 02118","$3,650","2","2",NA," No pets allowed ","Harrison Ave, BostonFantastic, spacious 2 bedroom available in the South End!- Gorgeous walnut hardwood flooring - Modern, updated kitchen- 2 Modern, updated bathrooms!- Stainless steel kitchen appliances (dishwasher, microwave, stove and fridge!)- Granite counter tops- Exposed brick- Tall ceilings throughout unit- Walk-in, glass door showers- Laundry in-unit- Phenomenal closet/storage spaceTo schedule an appointment, or to ask any additional questions about the unit, call/text 508-369-8451 or email josh@newwavebostonre.comLease Details: Hot Water included with rent!","2018-11-09 11:29:22",2118,"No Link"
"Harrison Ave and Thayer St","Boston, MA 02118","$3,600","2","2",NA," Cats allowed ","2 bed, 2.0 bath, $3,600Gorgeous Stunning Spacious 2Bed 2Bath - South End- Walnut- Exposed Brick - Very Bright - Washer/Dryer- H.Water IncludedThis Gorgeous 2Bed 2Bath is in a Beautiful Fully Renovated Brick Building in an Amazing Location Right in the Heart of Boston's Historic South End and it Features: - Gleaming Walnut Floors Throughout - Beautiful Exposed Interior Brick Walls - High Ceilings with Stunning Recessed Lighting Throughout - Huge Windows Flooding with Natural Sunlight Throughout - Very Bright - Stunning Spacious Kitchen Fully Equipped with Garbage Disposal, Dishwasher, Built-In Microwave, Granite Countertops and a Huge Eat-At Peninsula Bar. All Appliances Stainless Steel! - Beautiful Bathrooms with Granite Countertops and Glass Shower with Ceramic Tile Wall - Stacked Washer/Dryer In Unit! - Huge Bedrooms and Living Room! - Plenty of Storage and Closet Space - Perfect for Roommates!- Air Conditioning - Large Park and Outdoor Recreation Space/Field Next Door!- Elevator In BuildingCall or Text Ricky 617-388-7273 to see this apartment before it gets rented!(RLNE2573805)","2018-11-09 11:29:32",2118,"No Link"
"32 Milford St","Boston, MA 02118","$2,975",NA,NA,NA," Cats, small dogs ","32 Milford St1 Bed Penthouse with private roof-deck in the South End. Furnished short-term rental from 12/1. Fireplace, W/D, plenty of closets & storage. 16ft ceilings, 4 skylights. W/D in unit. A few blocks from Back Bay/SE station. Pets maybe.Lease Details: Short-term rental. Flex 1-6 month rental possible longer","2018-11-09 11:29:43",2118,"No Link"
"340 Harrison Ave #1079","Boston, MA 02118","$2,840",NA,NA,"510"," Small dogs, large dogs ","Studio, 1.0 bath, 510 sqft, $2,840Stunning, unique and very upscale. Experience luxury living complete with an infinity pool, Sky Deck, and cutting-edge fitness center. Breathtaking city views, quartz countertops, Italian cabinetry, and keyless entry all come standard in your apartment. Hip eateries, premier shopping and prime work centers of Boston are just outside your door in the South End.Contact Harrison Demeritt from Boston City Properties: P: 617-223-1486E: harrison.demeritt@bostoncityproperties.comUnit Features: Back Bay views *Barn doors *Blue Hill viewsChef caliber kitchen *Downtown views *Duplex floor plans *Granite countertops *Kitchen island *Large closets *Premium bathroom fixturesSouth Boston views *Terrace *USB outletsWasher and dryerBalconyBay windows *California closetsDen *Dual vanity *Floor-to-ceiling windowsItalian cabinetryKeyless entryPenthouse floor plans *Quartz countertopsStainless steel appliancesTile backsplashWalk-in closetsWood plank flooringAmenities: 24- hour conciergeBarbeque areasCabanas poolsideCo-working spaces with Wi-fiFree weightsLarge TV media centerOn-demand fitness classesPet friendlyResort-style poolSmoke-free communityTwo-story fitness center24-hour package pickupBicycle storageConference roomCVS on-siteGarage parkingLife Fitness equipmentPaws pet parkPool tablesSky DeckSocial lounge areasYoga roomDISCLOSURES: *Quoted Prices have move in specials amortized into them*financial figures subject to change due to market fluctuation and inventory changes without notice*Move in specials subject to change without notice*availability subject to change without notice*actual square footage may vary by unit*brokers fees may apply. Policies governing whether or not the management company is willing to pay the fee is at their discretion and subject to change at any time without prior notice given to me.","2018-11-09 11:29:53",2118,"No Link"
"340 Harrison Ave #1080","Boston, MA 02118","$2,840",NA,NA,"510"," Small dogs, large dogs ","Studio, 1.0 bath, 510 sqft, $2,840Stunning, unique and very upscale. Experience luxury living complete with an infinity pool, Sky Deck, and cutting-edge fitness center. Breathtaking city views, quartz countertops, Italian cabinetry, and keyless entry all come standard in your apartment. Hip eateries, premier shopping and prime work centers of Boston are just outside your door in the South End.Contact Harrison Demeritt from Boston City Properties: P: 617-223-1486E: harrison.demeritt@bostoncityproperties.comUnit Features: Back Bay views *Barn doors *Blue Hill viewsChef caliber kitchen *Downtown views *Duplex floor plans *Granite countertops *Kitchen island *Large closets *Premium bathroom fixturesSouth Boston views *Terrace *USB outletsWasher and dryerBalconyBay windows *California closetsDen *Dual vanity *Floor-to-ceiling windowsItalian cabinetryKeyless entryPenthouse floor plans *Quartz countertopsStainless steel appliancesTile backsplashWalk-in closetsWood plank flooringAmenities: 24- hour conciergeBarbeque areasCabanas poolsideCo-working spaces with Wi-fiFree weightsLarge TV media centerOn-demand fitness classesPet friendlyResort-style poolSmoke-free communityTwo-story fitness center24-hour package pickupBicycle storageConference roomCVS on-siteGarage parkingLife Fitness equipmentPaws pet parkPool tablesSky DeckSocial lounge areasYoga roomDISCLOSURES: *Quoted Prices have move in specials amortized into them*financial figures subject to change due to market fluctuation and inventory changes without notice*Move in specials subject to change without notice*availability subject to change without notice*actual square footage may vary by unit*brokers fees may apply. Policies governing whether or not the management company is willing to pay the fee is at their discretion and subject to change at any time without prior notice given to me.","2018-11-09 11:30:03",2118,"No Link"
"340 Harrison Ave #1076","Boston, MA 02118","$2,840",NA,NA,"510"," Small dogs, large dogs ","Studio, 1.0 bath, 510 sqft, $2,840Stunning, unique and very upscale. Experience luxury living complete with an infinity pool, Sky Deck, and cutting-edge fitness center. Breathtaking city views, quartz countertops, Italian cabinetry, and keyless entry all come standard in your apartment. Hip eateries, premier shopping and prime work centers of Boston are just outside your door in the South End.Contact Harrison Demeritt from Boston City Properties: P: 617-223-1486E: harrison.demeritt@bostoncityproperties.comUnit Features: Back Bay views *Barn doors *Blue Hill viewsChef caliber kitchen *Downtown views *Duplex floor plans *Granite countertops *Kitchen island *Large closets *Premium bathroom fixturesSouth Boston views *Terrace *USB outletsWasher and dryerBalconyBay windows *California closetsDen *Dual vanity *Floor-to-ceiling windowsItalian cabinetryKeyless entryPenthouse floor plans *Quartz countertopsStainless steel appliancesTile backsplashWalk-in closetsWood plank flooringAmenities: 24- hour conciergeBarbeque areasCabanas poolsideCo-working spaces with Wi-fiFree weightsLarge TV media centerOn-demand fitness classesPet friendlyResort-style poolSmoke-free communityTwo-story fitness center24-hour package pickupBicycle storageConference roomCVS on-siteGarage parkingLife Fitness equipmentPaws pet parkPool tablesSky DeckSocial lounge areasYoga roomDISCLOSURES: *Quoted Prices have move in specials amortized into them*financial figures subject to change due to market fluctuation and inventory changes without notice*Move in specials subject to change without notice*availability subject to change without notice*actual square footage may vary by unit*brokers fees may apply. Policies governing whether or not the management company is willing to pay the fee is at their discretion and subject to change at any time without prior notice given to me.","2018-11-09 11:30:15",2118,"No Link"
"Deacon St and Deblois St","Boston, MA 02118","$2,350",NA,NA,NA," No pets allowed ","Washington St, , Boston- South End area- Great natural light- Spacious- A/CPlease call/text Patrick at (603)276-0302 to schedule your appointment!","2018-11-09 11:30:27",2118,"No Link"
"340 Harrison Ave #1077","Boston, MA 02118","$2,840",NA,NA,"510"," Small dogs, large dogs ","Studio, 1.0 bath, 510 sqft, $2,840Stunning, unique and very upscale. Experience luxury living complete with an infinity pool, Sky Deck, and cutting-edge fitness center. Breathtaking city views, quartz countertops, Italian cabinetry, and keyless entry all come standard in your apartment. Hip eateries, premier shopping and prime work centers of Boston are just outside your door in the South End.Contact Harrison Demeritt from Boston City Properties: P: 617-223-1486E: harrison.demeritt@bostoncityproperties.comUnit Features: Back Bay views *Barn doors *Blue Hill viewsChef caliber kitchen *Downtown views *Duplex floor plans *Granite countertops *Kitchen island *Large closets *Premium bathroom fixturesSouth Boston views *Terrace *USB outletsWasher and dryerBalconyBay windows *California closetsDen *Dual vanity *Floor-to-ceiling windowsItalian cabinetryKeyless entryPenthouse floor plans *Quartz countertopsStainless steel appliancesTile backsplashWalk-in closetsWood plank flooringAmenities: 24- hour conciergeBarbeque areasCabanas poolsideCo-working spaces with Wi-fiFree weightsLarge TV media centerOn-demand fitness classesPet friendlyResort-style poolSmoke-free communityTwo-story fitness center24-hour package pickupBicycle storageConference roomCVS on-siteGarage parkingLife Fitness equipmentPaws pet parkPool tablesSky DeckSocial lounge areasYoga roomDISCLOSURES: *Quoted Prices have move in specials amortized into them*financial figures subject to change due to market fluctuation and inventory changes without notice*Move in specials subject to change without notice*availability subject to change without notice*actual square footage may vary by unit*brokers fees may apply. Policies governing whether or not the management company is willing to pay the fee is at their discretion and subject to change at any time without prior notice given to me.","2018-11-09 11:30:33",2118,"No Link"
"340 Harrison Ave #1081","Boston, MA 02118","$2,840",NA,NA,"510"," Small dogs, large dogs ","Studio, 1.0 bath, 510 sqft, $2,840Stunning, unique and very upscale. Experience luxury living complete with an infinity pool, Sky Deck, and cutting-edge fitness center. Breathtaking city views, quartz countertops, Italian cabinetry, and keyless entry all come standard in your apartment. Hip eateries, premier shopping and prime work centers of Boston are just outside your door in the South End.Contact Harrison Demeritt from Boston City Properties: P: 617-223-1486E: harrison.demeritt@bostoncityproperties.comUnit Features: Back Bay views *Barn doors *Blue Hill viewsChef caliber kitchen *Downtown views *Duplex floor plans *Granite countertops *Kitchen island *Large closets *Premium bathroom fixturesSouth Boston views *Terrace *USB outletsWasher and dryerBalconyBay windows *California closetsDen *Dual vanity *Floor-to-ceiling windowsItalian cabinetryKeyless entryPenthouse floor plans *Quartz countertopsStainless steel appliancesTile backsplashWalk-in closetsWood plank flooringAmenities: 24- hour conciergeBarbeque areasCabanas poolsideCo-working spaces with Wi-fiFree weightsLarge TV media centerOn-demand fitness classesPet friendlyResort-style poolSmoke-free communityTwo-story fitness center24-hour package pickupBicycle storageConference roomCVS on-siteGarage parkingLife Fitness equipmentPaws pet parkPool tablesSky DeckSocial lounge areasYoga roomDISCLOSURES: *Quoted Prices have move in specials amortized into them*financial figures subject to change due to market fluctuation and inventory changes without notice*Move in specials subject to change without notice*availability subject to change without notice*actual square footage may vary by unit*brokers fees may apply. Policies governing whether or not the management company is willing to pay the fee is at their discretion and subject to change at any time without prior notice given to me.","2018-11-09 11:30:42",2118,"No Link"
"340 Harrison Ave #1078","Boston, MA 02118","$2,840",NA,NA,"510"," Small dogs, large dogs ","Studio, 1.0 bath, 510 sqft, $2,840Stunning, unique and very upscale. Experience luxury living complete with an infinity pool, Sky Deck, and cutting-edge fitness center. Breathtaking city views, quartz countertops, Italian cabinetry, and keyless entry all come standard in your apartment. Hip eateries, premier shopping and prime work centers of Boston are just outside your door in the South End.Contact Harrison Demeritt from Boston City Properties: P: 617-223-1486E: harrison.demeritt@bostoncityproperties.comUnit Features: Back Bay views *Barn doors *Blue Hill viewsChef caliber kitchen *Downtown views *Duplex floor plans *Granite countertops *Kitchen island *Large closets *Premium bathroom fixturesSouth Boston views *Terrace *USB outletsWasher and dryerBalconyBay windows *California closetsDen *Dual vanity *Floor-to-ceiling windowsItalian cabinetryKeyless entryPenthouse floor plans *Quartz countertopsStainless steel appliancesTile backsplashWalk-in closetsWood plank flooringAmenities: 24- hour conciergeBarbeque areasCabanas poolsideCo-working spaces with Wi-fiFree weightsLarge TV media centerOn-demand fitness classesPet friendlyResort-style poolSmoke-free communityTwo-story fitness center24-hour package pickupBicycle storageConference roomCVS on-siteGarage parkingLife Fitness equipmentPaws pet parkPool tablesSky DeckSocial lounge areasYoga roomDISCLOSURES: *Quoted Prices have move in specials amortized into them*financial figures subject to change due to market fluctuation and inventory changes without notice*Move in specials subject to change without notice*availability subject to change without notice*actual square footage may vary by unit*brokers fees may apply. Policies governing whether or not the management company is willing to pay the fee is at their discretion and subject to change at any time without prior notice given to me.","2018-11-09 11:30:51",2118,"No Link"
"Columbus Ave and Northampton St","Boston, MA 02118","$5,800","4",NA,"1,000"," No pets allowed ","Columbus Ave, Boston4 bed 1 bath in South End. Heat and hot water included. Hardwood flooring. High ceilings. Natural sunlight. Exposed brick. Close to public transportation.Call/Text Jake to schedule an appointment at 781 364 5148Lease Details: 12 Months","2018-11-09 11:31:00",2118,"No Link"
"Deacon St and Deblois St","Boston, MA 02118","$3,100","2",NA,NA," No pets allowed ","Washington St, , Boston- South End area- Great natural light- Hardwood flooring- Updated appliancesPlease call/text Patrick at (603)276-0302 to schedule your appointment!","2018-11-09 11:31:08",2118,"No Link"
"Parmelee St and Trask St","Boston, MA 02118","$2,800","2",NA,NA," No pets allowed ","Boston, MAhuge 2-bedroom home in South End with large open living space-Perfect for BMC!-huge living too -Hardwood floors-fully applianced updated kitchen -modern bathroom-large living space-laundry in building-large bedroomsContact me at 617 699 0622 or Murray@newwavebostonre.comLease Details: owner pays heat and hot water -- tenant pays all other utilities at own cost","2018-11-09 11:31:18",2118,"No Link"
"Columbus Ave and Wellington St","Boston, MA 02118","$3,450","2",NA,"1,000"," No pets allowed ","Columbus Ave, Boston2 bed 1 bath in South End. heat and hot water included. Cats ok. Spacious open kitchen living room layout. Hardwood flooring. Granite counter tops. Natural sunlight. Stainless steel appliances. Call/Text Jake to schedule an appointment at 781 364 5148Lease Details: 12 Months","2018-11-09 11:31:27",2118,"No Link"
"Columbus Ave and Northampton St","Boston, MA 02118","$4,500","4",NA,"1,000"," No pets allowed ","Columbus Ave, Boston4 bed 1 bath in South End. Heat and hot water included. Exposed brick. Hardwood flooring. Dishwasher and disposal. Laundry in the building. Close to public transportation.Call/Text Jake to schedule an appointment at 781 364 5148Lease Details: 12 Months","2018-11-09 11:31:37",2118,"No Link"
"Massachusetts Ave and Washington St","Boston, MA 02118","$3,600","2",NA,NA," No pets allowed ","Massachusetts Ave, , Boston- South End area- Exposed brick- Deck- Updated/Renovated kitchen- Great natural light- Hardwood flooringPlease call/text Patrick (603)276-0302 to schedule your appointment!","2018-11-09 11:31:49",2118,"No Link"
"Columbus Ave and Wellington St","Boston, MA 02118","$2,875","2",NA,"874"," No pets allowed ","Columbus Ave, Boston2 bed 2 bath in South End. Hot water included in rent. Decorative fireplace. Many windows for lots of natural sunlight. Cats ok. Private outdoor space. High ceilings. Call/Text Jake to schedule an appointment at 781 364 5148Lease Details: 12 Months","2018-11-09 11:31:59",2118,"No Link"
"Columbus Ave and Northampton St","Boston, MA 02118","$7,200","6","2",NA," No pets allowed ","Columbus Ave, Boston6 Bed 2 bath in South End. Heat and hot water included. Hardwood flooring. Exposed brick in living room. Two floors. Kitchen is equipped with a dishwasher. Laundry in the building. Disposal. Modern kitchen. Close to public transportationCall/Text Jake to schedule an appointment at 781 364 5148Lease Details: 12 Months","2018-11-09 11:32:11",2118,"No Link"
"Harrison Ave and Thayer St","Boston, MA 02118","$3,400","2","2","1,000"," Cats allowed ","Boston, MASpacious 2 bed 2 bath available in the South End! Unit features hardwood floors throughout, modern kitchen with stainless steel appliances and granite counter tops, large windows, exposed brick, spacious living room, great natural lighting, lots of closet space and laundry in unit! Hot water included.","2018-11-09 11:32:21",2118,"No Link"
"Harrison Ave and Thayer St","Boston, MA 02118","$3,600","2","2",NA," Cats allowed ","Boston, MABeautiful 2 bed 2 bath available in the South End! Unit features walnut floors throughout, 2 full baths, modern kitchen with stainless steel appliances and granite counter tops, A/C, modern baths and washer/dryer in unit! Hot water included.","2018-11-09 11:32:30",2118,"No Link"
"Harrison Ave and Thayer St","Boston, MA 02118","$3,450","2","2",NA," Cats allowed ","Boston, MAFeatures: -2 Bedroom Apartment-Ample Space-Super Shiny Hardwood Floors-Open Concept Living Room-Renovated Kitchen w/ an Island-2 Large Bedrooms-2 Updated Bathrooms-Central AC-Much Natural Light-Laundry in the Unit-Close to Public Transportation-Many Amazing Shops and Restaurants in the Area For more details and showing information contact Jason at 617-904-8938 or email at Jason@newwavebostonre.com","2018-11-09 11:32:41",2118,"No Link"
"Alley 516 and Concord Sq","Boston, MA 02118","$2,800",NA,NA,"300"," No pets allowed ","This great 0 bed, 1 bath sunny apartment is located in the South Boston area on Concord Sq. close...This is an AMAZING find! Absolutely Gorgeous BEST OF THE BEST 0 Bedroom 1 Bathroom Apartment in a fantastic location close to numerous amenities in the City. Call today for a complimentary viewing before its rented by someone else. This apartment always rents extremely quickly. Stylish and Alluring, this is comfort at its best!. Call Donald W for more information today. TWRE: L85081102351272","2018-11-09 11:32:47",2118,"No Link"
"Columbus Ave and Wellington St","Boston, MA 02118","$3,350","2",NA,NA," Cats allowed ","Boston, MA2 bed 1 bath available in the South End! Unit features walnut floors throughout, newly renovated bath, modern kitchen with granite counter tops and stainless appliances, A/C, spacious living room, large windows and laundry in unit! Hot water included in rent.","2018-11-09 11:32:58",2118,"No Link"
"Albemarle Ct and Albemarle St","Boston, MA 02118","$2,900","2",NA,"871"," No pets allowed ","Boston, MAFeatures: -2 Bedroom Apartment-Nice Size Bedrooms-Wall to Wall Carpets-Nice Kitchen-Clean Bathroom-Good Size Bedrooms-Much Natural Light-Laundry in the Building-Heat and Hot Water Included-Close to Public Transportation-Many Amazing Shops and Restaurants in the Area For more details and showing information contact Jason at 617-904-8938 or email at Jason@newwavebostonre.com","2018-11-09 11:33:11",2118,"No Link"
"605 Massachusetts Ave #3U","Boston, MA 02118","$1,950",NA,NA,NA," No pets allowed ","1 bed, 1.0 bath, $1,950Stunning 1 bed 1 bath in the South End!Amazing locationStainless steel appliancesGranite counter tops with a breakfast barOpen living room kitchen conceptGreat size bedroom and closet spaceWasher and dryer in the buildingMinutes to the Orange line on Mass aveMinutes to BU medical center, shops, restaurants and so many other attractions!This will not last! Call Keith 617-216-5005 for a showing!No Pets Allowed(RLNE4463288)","2018-11-09 11:33:20",2118,"No Link"
"536 Tremont St #4","Boston, MA 02118","$3,750","2",NA,NA," No pets allowed ","2 Beds 1 Bath - Boston - South End $3,750This nice 2 Bed 1 Bath place in the BOSTON - SOUTH END area is available for 11-15-2018. 1.Boston Pads is not responsible for any errors, omissions and change in price, prior sale, rent and withdrawal without notice. All information from sources reliable but not guaranteed. Photographs, videos, description and information about the properties reflect conditions at the time the information was obtained. We are pledged to this letter and spirit of U.S. policy for the achievement of equal housing opportunity throughout the Nation. We encourage and support an affirmative advertising and marketing program in which there are no barriers to obtaining housing because of race, color, religion, sex, handicap, familial status, or national origin.","2018-11-09 11:33:30",2118,"No Link"
"11 Worcester St #5","Boston, MA 02118","$4,250","2",NA,"1,000"," No pets allowed ","11 Worcester St","2018-11-09 11:33:42",2118,"No Link"
"W Concord St and Newland St","Boston, MA 02118","$3,800","3",NA,NA," No pets allowed ","Boston, MANewly renovated 3 bed 1 bath available in the South End! Unit features hardwood floors throughout, modern kitchen with granite counters and stainless steel appliances, modern bath, spacious living room and laundry in the building!","2018-11-09 11:33:57",2118,"No Link"
"Massachusetts Ave and Tremont St","Boston, MA 02118","$2,900","2","1.5","800"," No pets allowed ","Boston, MABrand new 2 bed 1.5 bath available in the South End! Unit features hardwood floors throughout, renovated kitchen with granite counters and stainless steel appliances, two floors of living space, 1.5 baths and laundry in unit!","2018-11-09 11:34:08",2118,"No Link"
"654 Massachusetts Ave #7F","Boston, MA 02118","$3,400","2",NA,NA," Cats allowed ","654 Massachusetts AveID: 72637257Location: Massachusetts Ave., Boston (South End)Rent: $3400 / MonthBroker Fee: One MonthAvailable Date: 09/01/2018Beds: 2Baths: 1Pet: NegotiableFeatures: A/C, Central Air, Dishwasher, Disposal, Exposed Brick, Granite Counter Tops, Hardwood Floors, Laundry in Unit, Microwave, Modern Bath, Modern Kitchen, New Appliances, New/Renovated Bath, New/Renovated Kitchen, Pantry, Parking For Rent, Stainless Steel Appliance(s)For More Listings and Showings Call/TEXT Sarah McIntyre","2018-11-09 11:34:17",2118,"No Link"
"Bradford St and Shawmut Ave","Boston, MA 02118","$4,600","3",NA,NA," Cats allowed ","Boston, MAFeatures: -Nice 3 Bedroom Apartment-Much Natural Light-Gleaming Hardwood Floors-Updated Kitchen-Laun dry in the Unit-1.5 Bathrooms-Decent Size Bedrooms-Close to Public Transportation-Many Amazing Shops and Restaurants in the Area For more details and showing information contact Jason at 617-904-8938 or email at Jason@newwavebostonre.com","2018-11-09 11:34:30",2118,"No Link"
"W Canton St and Tremont St","Boston, MA 02118","$4,500","3","2","700"," No pets allowed ","Boston, MABeautifully maintained 3-bed 2-bath in the South End!Private back Deck with view of the prudentialhardwood floorsduplex style apartmentlower level common areasupper level bedroomsupdated white appliances in kitchen2 full bathrooms for plenty of privacy!right in the heart of South End for access to all area amenities and Orange Line (Mass Ave train stop)to schedule appointment Call/text: 617-699-0622 or Email: Murray@newwavebostonre.comLease Details: tenant pays all utilties","2018-11-09 11:34:39",2118,"No Link"
"1661 Washington St #102","Boston, MA 02118","$3,000","2",NA,NA," No pets allowed ","1661 Washington StFantastic 2 bedroom available in the South End!- Modern bathroom- Modern kitchen- Extremely spacious bedrooms and living room- Updated kitchen appliances (dishwasher, stove and fridge!)- Tiled bathroom and kitchen- Large closets adding ample storage space- Located within walking distance to Mass. Ave. T station- Lively location, close to surrounding restaurants and businesses To schedule an appointment, or to ask any additional questions about the unit, call/text 508-369-8451 or email josh@newwavebostonre.comLease Details: Hot Water is included in rent","2018-11-09 11:34:53",2118,"No Link"
"13 Worcester St #4","Boston, MA 02118","$4,250","2",NA,NA," No pets allowed ","13 Worcester StLocation: Worcester St., Boston (South End)Rent: $4250 / MonthAvailable Date: NOWBeds: 2Baths: 1Pet: No PetRent Includes: HeatFeatures: Central Air, Dishwasher, Hardwood Floors, Laundry in Unit, Oven/Range, Parking Included, Private Roof Deck, Refrigerator, StorageDisclosure: The apartment advertised may no longer be available for rentalKan Wiwatyukhanshow contact info Boston and Beyond Realty","2018-11-09 11:35:03",2118,"No Link"
"Kendall St and Lenox St","Boston, MA 02118","$3,600","2",NA,NA," No pets allowed ","Tremont St, BostonBrand new renovated loft style 2 bed 1 bath available in the South End. Hardwood floors. High ceilings. Modern kitchen with stainless steel appliances, granite counters. Central air. Laundry in unit. Building features fitness area, video/intercom system and outdoor living space.Lease Details: 2 bed in South End. Updated. Laundry in unit. Central air.","2018-11-09 11:35:14",2118,"No Link"
"2 Claremont Park","Boston, MA 02118","$3,299","2",NA,NA," No pets allowed ","2 bed, 1.0 bath, $3,299Fantastic 2 Bedrooms 1 Full Bath in The South End!Hardwood floors Large living room area Lots of natural light Dining room area Large bedrooms with great closet space Open concept kitchen with lots of cabinet space Stainless steel appliances Dishwasher Trash disposal Microwave Washer and dryer in unit Large bathroom with vanity Private deck Flexible lease optionsLocated a short distance from Mass Ave on the Orange line, Green line, restaurants, Whole Foods Market, banks pharmacies, pizza shops, New England Conservatory, Berklee College, minutes from downtown Boston.Accepts Section 8.(RLNE4459056)","2018-11-09 11:35:26",2118,"No Link"
"13 Worcester St #1","Boston, MA 02118","$4,250","2",NA,"1,100"," No pets allowed ","13 Worcester StCompletely Renovated Penthouse with Private Roof Deck! Very sunny with many sky lights throughout the unit. 2 spacious bedrooms plus a media room/office. Living room with gas fireplace & recessed lighting. Kitchen with custom maple and glass cabinets, granite counters and stainless steel appliances including wine cooler. Washer/Dryer in Unit. Scenic views of Boston from a 900+ SF mahogany bi-level roof deck with hot/cold shower, gas grill, refrigerator and built-in cabana with sink; 60-foot herb, vegetable and flower garden with irrigation system and stereo. Garage parking for one or two cars (tandem) available. Available 9/1","2018-11-09 11:35:36",2118,"No Link"
"255 Northampton St #6","Boston, MA 02118","$5,100","4",NA,"1,100"," No pets allowed ","255 Northampton StreetStunning 4 bedroom apartment pent house unit in a luxury building! Modern kitchen with stainless steel appliances, laundry in unit, central AC, floor to ceiling windows and more! Common roof deck with grills provided. Parking available. Stunning views. No undergrads. Parking available for rent.","2018-11-09 11:35:50",2118,"No Link"
"58 E Springfield St","Boston, MA 02118","$3,000","2",NA,NA," No pets allowed ","2 bed, 1.0 bath, $3,000beautiful 2 bedrooms in the South end with laundry in unit, dishwasher granite counter top with Stainless steel. beautiful deck, heat and hot water include .(RLNE2303387)","2018-11-09 11:36:04",2118,"No Link"
